mission_id,mission_name,launch_date,year,space_era,rocket_name,country,agency,agency_type,is_commercial,mission_type,payload_type,payload_mass_kg,orbit,destination,launch_site,launch_success,mission_success,failure_reason,booster_landing,reusable,crewed,crew_count,cost_usd_millions,cost_per_kg,ai_assisted,ai_role,source
M4796,USA_Falcon9_L2011_016,2011-11-20,2011,New Space,Falcon 9,USA,USA,Private,1,Comm Satellite,Comm Satellite,1605.0,LEO,LEO,Cape Canaveral LC-41,1,1,,0,0,0,0,129.4,80623.1,0,,JSR/UNOOSA_derived
M4797,Russia_Soyuz-2_L2011_026,2011-11-25,2011,New Space,Soyuz-2,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,7925.0,HEO,HEO,Plesetsk LC-43,1,1,,0,0,0,0,109.2,13779.2,0,,JSR/UNOOSA_derived
M013,Mars Science Lab (Curiosity),2011-11-26,2011,New Space,,United States,NASA/JPL,Government,0,Mars Rover,Rover,3893.0,Mars Transfer,Mars Surface,Cape Canaveral LC-41,1,1,,0,0,0,0,2500.0,642178.3,0,,Curated_Real_Missions
M4798,USA_AtlasV_L2011_007,2011-11-28,2011,New Space,Atlas V,USA,USA,Government,0,Weather Satellite,Weather Satellite,3515.0,MEO,MEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,74.8,21280.2,0,,JSR/UNOOSA_derived
M4799,China_Kuaizhou_L2011_011,2011-12-16,2011,New Space,Kuaizhou,China,China,Government,0,Resupply,Resupply,6432.0,HEO,HEO,Xichang LC-2,1,1,,0,0,0,0,75.2,11691.5,0,,JSR/UNOOSA_derived
M4800,USA_NewGlenn_L2011_011,2011-12-19,2011,New Space,New Glenn,USA,USA,Government,0,Navigation Sat,Navigation Sat,4352.0,ISS,ISS,Cape Canaveral SLC-40,1,1,,0,0,0,0,191.2,43933.8,0,,JSR/UNOOSA_derived
M4801,USA_AtlasV_L2011_002,2011-12-26,2011,New Space,Atlas V,USA,USA,Private,1,Technology Demo,Technology Demo,2155.0,TLI,TLI,Vandenberg SLC-4E,1,1,,0,0,0,0,106.7,49512.8,0,,JSR/UNOOSA_derived
M4802,China_LongMarch4_L2011_002,2011-12-27,2011,New Space,Long March 4,China,China,Government,0,Military Sat,Military Sat,2476.0,SSO,SSO,Jiuquan SLS-1,1,1,,0,0,0,0,44.7,18053.3,0,,JSR/UNOOSA_derived
M4803,Europe_Vega_L2012_008,2012-01-02,2012,New Space,Vega,Europe,Europe,Government,0,Crew Module,Crew Module,3109.0,TLI,TLI,Kourou ELA-3,1,1,,0,0,0,0,67.9,21839.8,0,,JSR/UNOOSA_derived
M4804,China_LongMarch2_L2012_019,2012-01-05,2012,New Space,Long March 2,China,China,Government,0,Military Sat,Military Sat,1064.0,GEO,GEO,Jiuquan SLS-1,1,1,,0,0,0,0,135.4,127255.6,0,,JSR/UNOOSA_derived
M4805,China_LongMarch4_L2012_009,2012-01-14,2012,New Space,Long March 4,China,China,Government,0,Comm Satellite,Comm Satellite,5902.0,TLI,TLI,Jiuquan SLS-1,1,1,,0,0,0,0,132.9,22517.8,0,,JSR/UNOOSA_derived
M4806,Russia_Rokot_L2012_005,2012-01-18,2012,New Space,Rokot,Russia,Russia,Government,0,Earth Observation,Earth Observation,216.0,HEO,HEO,Baikonur LC-1,1,1,,0,0,0,0,153.2,709259.3,0,,JSR/UNOOSA_derived
M4807,China_LongMarch5_L2012_004,2012-01-19,2012,New Space,Long March 5,China,China,Government,0,Resupply,Resupply,932.0,MEO,MEO,Taiyuan LC-9,1,1,,0,0,0,0,92.4,99141.6,0,,JSR/UNOOSA_derived
M4808,China_LongMarch4_L2012_012,2012-01-19,2012,New Space,Long March 4,China,China,Government,0,Crew Module,Crew Module,1023.0,GEO,GEO,Wenchang LC-101,1,1,,0,0,0,0,65.6,64125.1,0,,JSR/UNOOSA_derived
M4809,USA_Falcon9_L2012_004,2012-01-24,2012,New Space,Falcon 9,USA,USA,Private,1,Science Probe,Science Probe,4779.0,Polar,Polar,Cape Canaveral SLC-40,1,1,,0,0,0,0,210.6,44067.8,0,,JSR/UNOOSA_derived
M4810,China_LongMarch3_L2012_015,2012-01-26,2012,New Space,Long March 3,China,China,Government,0,Crew Module,Crew Module,7356.0,GEO,GEO,Taiyuan LC-9,1,1,,0,0,0,0,95.8,13023.4,0,,JSR/UNOOSA_derived
M4811,Russia_Proton-M_L2012_024,2012-02-14,2012,New Space,Proton-M,Russia,Russia,Government,0,Earth Observation,Earth Observation,6390.0,GTO,GTO,Plesetsk LC-43,1,1,,0,0,0,0,105.6,16525.8,0,,JSR/UNOOSA_derived
M4812,China_LongMarch2_L2012_001,2012-02-16,2012,New Space,Long March 2,China,China,Government,0,Comm Satellite,Comm Satellite,1274.0,SSO,SSO,Xichang LC-2,1,1,,0,0,0,0,73.5,57692.3,0,,JSR/UNOOSA_derived
M4813,USA_AtlasV_L2012_012,2012-02-22,2012,New Space,Atlas V,USA,USA,Government,0,Navigation Sat,Navigation Sat,6555.0,ISS,ISS,Vandenberg SLC-4E,1,1,,0,0,0,0,230.5,35164.0,0,,JSR/UNOOSA_derived
M4814,Russia_Rokot_L2012_003,2012-02-27,2012,New Space,Rokot,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,5446.0,GTO,GTO,Plesetsk LC-43,1,1,,0,0,0,0,160.4,29452.8,0,,JSR/UNOOSA_derived
M4815,USA_DeltaII_L2012_002,2012-03-05,2012,New Space,Delta II,USA,USA,Government,0,Earth Observation,Earth Observation,5330.0,GEO,GEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,102.5,19230.8,0,,JSR/UNOOSA_derived
M4816,Russia_Soyuz-FG_L2012_012,2012-03-14,2012,New Space,Soyuz-FG,Russia,Russia,Government,0,Military Sat,Military Sat,2881.0,LEO,LEO,Vostochny LC-1S,1,1,,0,0,0,0,182.4,63311.4,0,,JSR/UNOOSA_derived
M4817,USA_DeltaII_L2012_011,2012-03-14,2012,New Space,Delta II,USA,USA,Private,1,Weather Satellite,Weather Satellite,1300.0,SSO,SSO,Cape Canaveral LC-41,1,1,,0,0,0,0,217.9,167615.4,0,,JSR/UNOOSA_derived
M4818,Russia_Soyuz-FG_L2012_011,2012-03-15,2012,New Space,Soyuz-FG,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,2349.0,SSO,SSO,Plesetsk LC-43,1,1,,0,0,0,0,244.7,104172.0,0,,JSR/UNOOSA_derived
M4819,Russia_Proton-M_L2012_022,2012-03-21,2012,New Space,Proton-M,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,390.0,SSO,SSO,Vostochny LC-1S,1,1,,0,0,0,0,219.7,563333.3,0,,JSR/UNOOSA_derived
M4820,Russia_Rokot_L2012_007,2012-04-02,2012,New Space,Rokot,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,1647.0,TLI,TLI,Baikonur LC-1,1,1,,0,0,0,0,70.4,42744.4,0,,JSR/UNOOSA_derived
M4821,China_LongMarch2_L2012_013,2012-04-11,2012,New Space,Long March 2,China,China,Government,0,Technology Demo,Technology Demo,200.0,MEO,MEO,Wenchang LC-101,1,1,,0,0,0,0,59.9,299500.0,0,,JSR/UNOOSA_derived
M4822,China_LongMarch4_L2012_017,2012-04-19,2012,New Space,Long March 4,China,China,Government,0,Crew Module,Crew Module,244.0,GTO,GTO,Taiyuan LC-9,1,1,,0,0,0,0,146.2,599180.3,0,,JSR/UNOOSA_derived
M4823,Russia_Rokot_L2012_029,2012-04-22,2012,New Space,Rokot,Russia,Russia,Government,0,Science Probe,Science Probe,6737.0,ISS,ISS,Vostochny LC-1S,1,1,,0,0,0,0,68.1,10108.4,0,,JSR/UNOOSA_derived
M4824,Europe_Ariane6_L2012_006,2012-05-03,2012,New Space,Ariane 6,Europe,Europe,Government,0,Crew Module,Crew Module,2063.0,GTO,GTO,Kourou ELA-4,1,1,,0,0,0,0,96.2,46631.1,0,,JSR/UNOOSA_derived
M4825,China_Kuaizhou_L2012_003,2012-05-04,2012,New Space,Kuaizhou,China,China,Government,0,Earth Observation,Earth Observation,398.0,TLI,TLI,Wenchang LC-101,1,1,,0,0,0,0,52.5,131909.5,0,,JSR/UNOOSA_derived
M4826,Russia_Proton-M_L2012_017,2012-05-08,2012,New Space,Proton-M,Russia,Russia,Government,0,Earth Observation,Earth Observation,5782.0,TLI,TLI,Plesetsk LC-43,1,1,,0,0,0,0,168.5,29142.2,0,,JSR/UNOOSA_derived
M4827,Europe_Ariane6_L2012_007,2012-05-11,2012,New Space,Ariane 6,Europe,Europe,Government,0,Science Probe,Science Probe,5821.0,Polar,Polar,Kourou ELA-3,1,1,,0,0,0,0,253.3,43514.9,0,,JSR/UNOOSA_derived
M4828,China_Kuaizhou_L2012_007,2012-05-13,2012,New Space,Kuaizhou,China,China,Government,0,Science Probe,Science Probe,7020.0,ISS,ISS,Wenchang LC-101,1,1,,0,0,0,0,61.7,8789.2,0,,JSR/UNOOSA_derived
M4829,China_LongMarch4_L2012_018,2012-05-13,2012,New Space,Long March 4,China,China,Government,0,Military Sat,Military Sat,6070.0,TLI,TLI,Taiyuan LC-9,1,1,,0,0,0,0,113.1,18632.6,0,,JSR/UNOOSA_derived
M4830,Russia_Rokot_L2012_006,2012-05-20,2012,New Space,Rokot,Russia,Russia,Government,0,Military Sat,Military Sat,1458.0,TLI,TLI,Vostochny LC-1S,1,1,,0,0,0,0,116.6,79972.6,0,,JSR/UNOOSA_derived
M4831,USA_FalconHeavy_L2012_009,2012-05-20,2012,New Space,Falcon Heavy,USA,USA,Government,0,Science Probe,Science Probe,7444.0,GEO,GEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,189.6,25470.2,0,,JSR/UNOOSA_derived
SX010,SpaceX CRS (Dragon C2+),2012-05-22,2012,New Space,Falcon 9 (v1.0),United States,NASA,Government,0,Space Station Supplies,Space Station Supplies,,Low Earth Orbit,Low Earth Orbit,Cape Canaveral AFS LC-40,1,1,,0,0,0,0,54.0,,0,,SpaceX_GitHub_CSV
M4832,China_LongMarch2_L2012_005,2012-06-03,2012,New Space,Long March 2,China,China,Government,0,Science Probe,Science Probe,3965.0,LEO,LEO,Jiuquan SLS-1,1,1,,0,0,0,0,113.5,28625.5,0,,JSR/UNOOSA_derived
M4833,Russia_Soyuz-2_L2012_028,2012-06-08,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,7259.0,ISS,ISS,Vostochny LC-1S,1,1,,0,0,0,0,239.0,32924.6,0,,JSR/UNOOSA_derived
M4834,Russia_Soyuz-2_L2012_015,2012-06-12,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Science Probe,Science Probe,1926.0,TLI,TLI,Baikonur LC-1,1,1,,0,0,0,0,181.6,94288.7,0,,JSR/UNOOSA_derived
M4835,China_LongMarch2_L2012_002,2012-06-17,2012,New Space,Long March 2,China,China,Government,0,Earth Observation,Earth Observation,5961.0,HEO,HEO,Xichang LC-2,1,1,,0,0,0,0,47.6,7985.2,0,,JSR/UNOOSA_derived
M4836,Russia_Rokot_L2012_023,2012-06-18,2012,New Space,Rokot,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,3317.0,Polar,Polar,Baikonur LC-1,1,1,,0,0,0,0,46.6,14048.8,0,,JSR/UNOOSA_derived
M4837,Japan_H-IIB_L2012_002,2012-06-20,2012,New Space,H-IIB,Japan,Japan,Government,0,Navigation Sat,Navigation Sat,1058.0,GEO,GEO,Kagoshima,1,1,,0,0,0,0,106.2,100378.1,0,,JSR/UNOOSA_derived
M4838,USA_AtlasV_L2012_007,2012-06-21,2012,New Space,Atlas V,USA,USA,Private,1,Navigation Sat,Navigation Sat,5393.0,GTO,GTO,Cape Canaveral SLC-40,1,1,,0,0,0,0,59.5,11032.8,0,,JSR/UNOOSA_derived
M4839,China_LongMarch4_L2012_011,2012-07-04,2012,New Space,Long March 4,China,China,Government,0,Comm Satellite,Comm Satellite,2758.0,GEO,GEO,Wenchang LC-101,1,1,,0,0,0,0,118.5,42965.9,0,,JSR/UNOOSA_derived
M4840,Europe_Ariane5_L2012_009,2012-07-09,2012,New Space,Ariane 5,Europe,Europe,Government,0,Crew Module,Crew Module,2698.0,GTO,GTO,Kourou ELA-3,1,1,,0,0,0,0,173.9,64455.2,0,,JSR/UNOOSA_derived
M4841,Russia_Soyuz-2_L2012_018,2012-07-11,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Crew Module,Crew Module,6734.0,SSO,SSO,Plesetsk LC-43,1,1,,0,0,0,0,205.6,30531.6,0,,JSR/UNOOSA_derived
M4842,China_LongMarch3_L2012_016,2012-07-17,2012,New Space,Long March 3,China,China,Government,0,Weather Satellite,Weather Satellite,3153.0,GTO,GTO,Jiuquan SLS-1,1,1,,0,0,0,0,52.2,16555.7,0,,JSR/UNOOSA_derived
M4843,Europe_Vega-C_L2012_003,2012-07-21,2012,New Space,Vega-C,Europe,Europe,Government,0,Crew Module,Crew Module,6773.0,Polar,Polar,Kourou ELA-3,1,1,,0,0,0,0,61.7,9109.7,0,,JSR/UNOOSA_derived
M4844,Russia_Soyuz-2_L2012_019,2012-07-23,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,7462.0,Polar,Polar,Plesetsk LC-43,1,1,,0,0,0,0,65.0,8710.8,0,,JSR/UNOOSA_derived
M4845,China_LongMarch4_L2012_010,2012-07-23,2012,New Space,Long March 4,China,China,Government,0,Navigation Sat,Navigation Sat,1894.0,SSO,SSO,Jiuquan SLS-1,1,1,,0,0,0,0,53.7,28352.7,0,,JSR/UNOOSA_derived
M4846,China_LongMarch3_L2012_008,2012-08-06,2012,New Space,Long March 3,China,China,Government,0,Comm Satellite,Comm Satellite,7865.0,GTO,GTO,Xichang LC-2,1,1,,0,0,0,0,61.8,7857.6,0,,JSR/UNOOSA_derived
M4847,Russia_Proton-M_L2012_016,2012-08-08,2012,New Space,Proton-M,Russia,Russia,Government,0,Crew Module,Crew Module,314.0,Polar,Polar,Baikonur LC-1,1,1,,0,0,0,0,111.1,353821.7,0,,JSR/UNOOSA_derived
M4848,USA_DeltaII_L2012_013,2012-08-11,2012,New Space,Delta II,USA,USA,Private,1,Comm Satellite,Comm Satellite,6517.0,SSO,SSO,Vandenberg SLC-4E,1,1,,0,0,0,0,146.8,22525.7,0,,JSR/UNOOSA_derived
M4849,Russia_Rokot_L2012_014,2012-08-13,2012,New Space,Rokot,Russia,Russia,Government,0,Science Probe,Science Probe,1188.0,LEO,LEO,Vostochny LC-1S,1,1,,0,0,0,0,135.1,113720.5,0,,JSR/UNOOSA_derived
M4850,Russia_Proton-M_L2012_026,2012-08-16,2012,New Space,Proton-M,Russia,Russia,Government,0,Science Probe,Science Probe,6994.0,HEO,HEO,Plesetsk LC-43,0,0,Structural Failure,0,0,0,0,168.0,24020.6,0,,JSR/UNOOSA_derived
M4851,Russia_Rokot_L2012_027,2012-08-19,2012,New Space,Rokot,Russia,Russia,Government,0,Resupply,Resupply,1932.0,ISS,ISS,Vostochny LC-1S,1,1,,0,0,0,0,124.4,64389.2,0,,JSR/UNOOSA_derived
M4852,Russia_Soyuz-2_L2012_025,2012-08-24,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Science Probe,Science Probe,3231.0,GEO,GEO,Baikonur LC-1,1,1,,0,0,0,0,69.7,21572.3,0,,JSR/UNOOSA_derived
M4853,Russia_Soyuz-2_L2012_004,2012-08-25,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Resupply,Resupply,7335.0,GTO,GTO,Plesetsk LC-43,1,1,,0,0,0,0,123.6,16850.7,0,,JSR/UNOOSA_derived
M4854,Russia_Angara_L2012_020,2012-09-06,2012,New Space,Angara,Russia,Russia,Government,0,Military Sat,Military Sat,562.0,TLI,TLI,Vostochny LC-1S,1,1,,0,0,0,0,182.5,324733.1,0,,JSR/UNOOSA_derived
M4855,USA_DeltaII_L2012_005,2012-09-07,2012,New Space,Delta II,USA,USA,Government,0,Science Probe,Science Probe,502.0,TLI,TLI,Cape Canaveral SLC-40,1,1,,0,0,0,0,224.2,446613.5,0,,JSR/UNOOSA_derived
M4856,USA_AtlasV_L2012_006,2012-09-12,2012,New Space,Atlas V,USA,USA,Private,1,Resupply,Resupply,320.0,ISS,ISS,Kennedy LC-39A,1,1,,0,0,0,0,85.4,266875.0,0,,JSR/UNOOSA_derived
M4857,China_LongMarch3_L2012_014,2012-09-12,2012,New Space,Long March 3,China,China,Government,0,Comm Satellite,Comm Satellite,2021.0,SSO,SSO,Wenchang LC-101,1,1,,0,0,0,0,88.9,43988.1,0,,JSR/UNOOSA_derived
M4858,Europe_Ariane6_L2012_005,2012-09-16,2012,New Space,Ariane 6,Europe,Europe,Government,0,Earth Observation,Earth Observation,7476.0,LEO,LEO,Kourou ELA-3,1,1,,0,0,0,0,78.1,10446.8,0,,JSR/UNOOSA_derived
M4859,USA_Falcon9_L2012_008,2012-09-17,2012,New Space,Falcon 9,USA,USA,Government,0,Technology Demo,Technology Demo,800.0,GTO,GTO,Cape Canaveral LC-41,1,1,,0,0,0,0,73.5,91875.0,0,,JSR/UNOOSA_derived
M4860,Russia_Rokot_L2012_002,2012-09-20,2012,New Space,Rokot,Russia,Russia,Government,0,Science Probe,Science Probe,5297.0,GEO,GEO,Baikonur LC-1,1,1,,0,0,0,0,159.9,30186.9,0,,JSR/UNOOSA_derived
M4861,USA_Falcon9_L2012_010,2012-09-22,2012,New Space,Falcon 9,USA,USA,Private,1,Resupply,Resupply,4388.0,SSO,SSO,Vandenberg SLC-4E,1,1,,0,0,0,0,74.1,16887.0,0,,JSR/UNOOSA_derived
M4862,Russia_Rokot_L2012_013,2012-09-26,2012,New Space,Rokot,Russia,Russia,Government,0,Crew Module,Crew Module,2362.0,TLI,TLI,Baikonur LC-1,1,1,,0,0,0,0,78.6,33276.9,0,,JSR/UNOOSA_derived
M4863,Japan_SS-520_L2012_001,2012-09-28,2012,New Space,SS-520,Japan,Japan,Government,0,Military Sat,Military Sat,6419.0,GEO,GEO,Kagoshima,1,1,,0,0,0,0,145.1,22604.8,0,,JSR/UNOOSA_derived
M4864,Europe_Ariane5_L2012_001,2012-10-01,2012,New Space,Ariane 5,Europe,Europe,Government,0,Crew Module,Crew Module,1061.0,GTO,GTO,Kourou ELA-4,1,1,,0,0,0,0,156.0,147031.1,0,,JSR/UNOOSA_derived
M4865,Europe_Ariane6_L2012_010,2012-10-01,2012,New Space,Ariane 6,Europe,Europe,Government,0,Navigation Sat,Navigation Sat,3581.0,HEO,HEO,Kourou ZLV,1,1,,0,0,0,0,107.6,30047.5,0,,JSR/UNOOSA_derived
M4866,Russia_Angara_L2012_010,2012-10-02,2012,New Space,Angara,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,1683.0,ISS,ISS,Baikonur LC-1,0,0,Engine Failure,0,0,0,0,150.1,89186.0,0,,JSR/UNOOSA_derived
SX011,SpaceX CRS-1,2012-10-08,2012,New Space,Falcon 9 (v1.0),United States,NASA,Government,0,Space Station Supplies,Space Station Supplies,500.0,Low Earth Orbit,Low Earth Orbit,Cape Canaveral AFS LC-40,1,1,,0,0,0,0,54.0,108000.0,0,,SpaceX_GitHub_CSV
SX012,Orbcomm-OG2,2012-10-08,2012,New Space,Falcon 9 (v1.0),United States,Orbcomm,Business,0,Communication Satellite,Communication Satellite,150.0,Low Earth Orbit,Low Earth Orbit,Cape Canaveral AFS LC-40,0,0,Engine Failure During Flight,0,0,0,0,54.0,360000.0,0,,SpaceX_GitHub_CSV
M4867,Russia_Angara_L2012_001,2012-10-09,2012,New Space,Angara,Russia,Russia,Government,0,Science Probe,Science Probe,2891.0,ISS,ISS,Baikonur LC-1,1,1,,0,0,0,0,90.9,31442.4,0,,JSR/UNOOSA_derived
M4868,Russia_Angara_L2012_009,2012-10-09,2012,New Space,Angara,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,3635.0,HEO,HEO,Vostochny LC-1S,1,1,,0,0,0,0,133.0,36588.7,0,,JSR/UNOOSA_derived
M4869,Russia_Soyuz-2_L2012_008,2012-10-14,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Resupply,Resupply,956.0,ISS,ISS,Baikonur LC-1,1,1,,0,0,0,0,136.4,142677.8,0,,JSR/UNOOSA_derived
M4870,USA_NewGlenn_L2012_003,2012-10-19,2012,New Space,New Glenn,USA,USA,Private,1,Technology Demo,Technology Demo,5742.0,GTO,GTO,Kennedy LC-39A,1,1,,0,0,0,0,135.5,23598.0,0,,JSR/UNOOSA_derived
M4871,China_LongMarch3_L2012_006,2012-11-15,2012,New Space,Long March 3,China,China,Government,0,Navigation Sat,Navigation Sat,4650.0,MEO,MEO,Xichang LC-2,1,1,,0,0,0,0,69.4,14924.7,0,,JSR/UNOOSA_derived
M4872,USA_NewGlenn_L2012_001,2012-11-16,2012,New Space,New Glenn,USA,USA,Private,1,Weather Satellite,Weather Satellite,5835.0,TLI,TLI,Vandenberg SLC-4E,1,1,,0,0,0,0,212.7,36452.4,0,,JSR/UNOOSA_derived
M4873,Europe_Vega_L2012_004,2012-11-18,2012,New Space,Vega,Europe,Europe,Government,0,Resupply,Resupply,3032.0,SSO,SSO,Kourou ZLV,1,1,,0,0,0,0,157.2,51847.0,0,,JSR/UNOOSA_derived
M4874,Russia_Soyuz-2_L2012_021,2012-12-12,2012,New Space,Soyuz-2,Russia,Russia,Government,0,Military Sat,Military Sat,1504.0,Polar,Polar,Vostochny LC-1S,1,1,,0,0,0,0,110.3,73337.8,0,,JSR/UNOOSA_derived
M4875,Europe_Ariane6_L2012_011,2012-12-14,2012,New Space,Ariane 6,Europe,Europe,Government,0,Crew Module,Crew Module,664.0,HEO,HEO,Kourou ZLV,1,1,,0,0,0,0,117.5,176957.8,0,,JSR/UNOOSA_derived
M4876,Europe_Ariane5_L2012_002,2012-12-19,2012,New Space,Ariane 5,Europe,Europe,Government,0,Crew Module,Crew Module,464.0,Polar,Polar,Kourou ELA-3,1,1,,0,0,0,0,116.5,251077.6,0,,JSR/UNOOSA_derived
M4877,China_Kuaizhou_L2013_004,2013-01-10,2013,New Space,Kuaizhou,China,China,Government,0,Navigation Sat,Navigation Sat,6414.0,MEO,MEO,Jiuquan SLS-1,1,1,,0,0,0,0,124.7,19441.8,0,,JSR/UNOOSA_derived
M4878,Russia_Soyuz-FG_L2013_025,2013-01-12,2013,New Space,Soyuz-FG,Russia,Russia,Government,0,Military Sat,Military Sat,903.0,GTO,GTO,Vostochny LC-1S,1,1,,0,0,0,0,183.3,202990.0,0,,JSR/UNOOSA_derived
M4879,Japan_H3_L2013_002,2013-01-14,2013,New Space,H3,Japan,Japan,Government,0,Navigation Sat,Navigation Sat,3539.0,GEO,GEO,Kagoshima,1,1,,0,0,0,0,179.7,50777.1,0,,JSR/UNOOSA_derived
M4880,Europe_Vega_L2013_010,2013-01-16,2013,New Space,Vega,Europe,Europe,Government,0,Weather Satellite,Weather Satellite,5169.0,TLI,TLI,Kourou ELA-3,1,1,,0,0,0,0,105.0,20313.4,0,,JSR/UNOOSA_derived
M4881,USA_AtlasV_L2013_013,2013-01-25,2013,New Space,Atlas V,USA,USA,Government,0,Crew Module,Crew Module,7619.0,ISS,ISS,Cape Canaveral SLC-40,1,1,,0,0,0,0,127.4,16721.4,0,,JSR/UNOOSA_derived
M4882,Russia_Angara_L2013_014,2013-01-28,2013,New Space,Angara,Russia,Russia,Government,0,Military Sat,Military Sat,7214.0,MEO,MEO,Plesetsk LC-43,1,1,,0,0,0,0,99.7,13820.3,0,,JSR/UNOOSA_derived
M4883,USA_Antares_L2013_012,2013-02-06,2013,New Space,Antares,USA,USA,Government,0,Navigation Sat,Navigation Sat,5014.0,LEO,LEO,Cape Canaveral LC-41,1,1,,0,0,0,0,75.0,14958.1,0,,JSR/UNOOSA_derived
M4884,China_LongMarch2_L2013_010,2013-02-08,2013,New Space,Long March 2,China,China,Government,0,Military Sat,Military Sat,1895.0,Polar,Polar,Jiuquan SLS-1,1,1,,0,0,0,0,76.0,40105.5,0,,JSR/UNOOSA_derived
M4885,Russia_Soyuz-2_L2013_023,2013-02-09,2013,New Space,Soyuz-2,Russia,Russia,Government,0,Resupply,Resupply,3521.0,TLI,TLI,Baikonur LC-1,1,1,,0,0,0,0,196.9,55921.6,0,,JSR/UNOOSA_derived
M4886,Russia_Soyuz-2_L2013_017,2013-02-19,2013,New Space,Soyuz-2,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,2890.0,GEO,GEO,Plesetsk LC-43,1,1,,0,0,0,0,64.4,22283.7,0,,JSR/UNOOSA_derived
M4887,China_LongMarch5_L2013_009,2013-02-20,2013,New Space,Long March 5,China,China,Government,0,Crew Module,Crew Module,7233.0,TLI,TLI,Wenchang LC-101,1,1,,0,0,0,0,52.9,7313.7,0,,JSR/UNOOSA_derived
M4888,Europe_Vega_L2013_009,2013-02-26,2013,New Space,Vega,Europe,Europe,Government,0,Navigation Sat,Navigation Sat,7931.0,HEO,HEO,Kourou ELA-3,1,1,,0,0,0,0,226.1,28508.4,0,,JSR/UNOOSA_derived
SX013,SpaceX CRS-2,2013-03-01,2013,New Space,Falcon 9 (v1.0),United States,NASA,Government,0,Space Station Supplies,Space Station Supplies,677.0,Low Earth Orbit,Low Earth Orbit,Cape Canaveral AFS LC-40,1,1,,0,0,0,0,54.0,79763.7,0,,SpaceX_GitHub_CSV
M4889,USA_Falcon9_L2013_018,2013-03-02,2013,New Space,Falcon 9,USA,USA,Government,0,Technology Demo,Technology Demo,3784.0,HEO,HEO,Cape Canaveral LC-41,1,1,,0,0,0,0,103.8,27431.3,0,,JSR/UNOOSA_derived
M4890,USA_AtlasV_L2013_009,2013-03-03,2013,New Space,Atlas V,USA,USA,Government,0,Crew Module,Crew Module,5839.0,MEO,MEO,Cape Canaveral LC-41,1,1,,0,0,0,0,114.1,19541.0,0,,JSR/UNOOSA_derived
M4891,USA_Antares_L2013_016,2013-03-08,2013,New Space,Antares,USA,USA,Government,0,Crew Module,Crew Module,3737.0,GEO,GEO,Cape Canaveral LC-41,1,1,,0,0,0,0,201.3,53866.7,0,,JSR/UNOOSA_derived
M4892,China_Kuaizhou_L2013_008,2013-03-14,2013,New Space,Kuaizhou,China,China,Government,0,Technology Demo,Technology Demo,1952.0,LEO,LEO,Xichang LC-2,1,1,,0,0,0,0,60.5,30993.9,0,,JSR/UNOOSA_derived
M4893,Russia_Proton-M_L2013_010,2013-03-17,2013,New Space,Proton-M,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,7431.0,TLI,TLI,Plesetsk LC-43,1,1,,0,0,0,0,68.8,9258.5,0,,JSR/UNOOSA_derived
M4894,China_LongMarch2_L2013_007,2013-03-19,2013,New Space,Long March 2,China,China,Government,0,Navigation Sat,Navigation Sat,3789.0,LEO,LEO,Taiyuan LC-9,1,1,,0,0,0,0,82.6,21799.9,0,,JSR/UNOOSA_derived
M4895,Russia_Rokot_L2013_026,2013-03-28,2013,New Space,Rokot,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,6691.0,GEO,GEO,Baikonur LC-1,1,1,,0,0,0,0,71.8,10730.8,0,,JSR/UNOOSA_derived
M4896,Russia_Soyuz-2_L2013_033,2013-04-02,2013,New Space,Soyuz-2,Russia,Russia,Government,0,Military Sat,Military Sat,7474.0,ISS,ISS,Baikonur LC-1,1,1,,0,0,0,0,123.9,16577.5,0,,JSR/UNOOSA_derived
M4897,USA_NewGlenn_L2013_004,2013-04-03,2013,New Space,New Glenn,USA,USA,Private,1,Weather Satellite,Weather Satellite,1982.0,ISS,ISS,Cape Canaveral SLC-40,1,1,,0,0,0,0,167.6,84561.0,0,,JSR/UNOOSA_derived
