Mission_ID,Mission_Name,year,Space_Era,Rocket,Country,Agency,Agency_Type,Commercial_Mission,Mission_Type,Payload_Type,Payload_Mass_kg,orbit,destination,Launch_Site,Launch_Success,Mission_Success,Failure_Reason,Booster_Landing,reusable,crewed,Crew_Count,Mission_Cost_USD_M,Cost_Per_kg,AI_Assisted,AI_Role,Cost_Efficiency,Mission_Complexity,Agency_Success_Rate
M4434,China_LongMarch2_L2006_002,2006,Shuttle Era,Long March 2,China,China,Government,0,Science Probe,Science Probe,6733.0,TLI,TLI,Wenchang LC-101,1,1,No Failure,0,0,0,0,40.4,6000,0,No AI Used in Mission,166.66,7.137,0.9472817133443163
M4435,USA_Antares_L2006_003,2006,Shuttle Era,Antares,USA,USA,Private,1,Technology Demo,Technology Demo,4076.0,LEO,LEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,77.6,19038,0,No AI Used in Mission,52.53,4.851999999999999,0.9441147378832839
M4436,Japan_Epsilon_L2006_004,2006,Shuttle Era,Epsilon,Japan,Japan,Government,0,Science Probe,Science Probe,754.0,Polar,Polar,Kagoshima,1,1,No Failure,0,0,0,0,114.7,152122,0,No AI Used in Mission,6.57,1.901,0.9021739130434783
M4437,USA_FalconHeavy_L2006_006,2006,Shuttle Era,Falcon Heavy,USA,USA,Private,1,Military Sat,Military Sat,3889.0,TLI,TLI,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,182.2,46850,0,No AI Used in Mission,21.34,5.710999999999999,0.9441147378832839
M4438,Europe_Ariane6_L2006_011,2006,Shuttle Era,Ariane 6,Europe,Europe,Government,0,Weather Satellite,Weather Satellite,389.0,MEO,MEO,Kourou ELA-3,1,1,No Failure,0,0,0,0,154.8,397943,0,No AI Used in Mission,2.51,1.937,0.9453376205787781
M4439,Japan_H3_L2006_001,2006,Shuttle Era,H3,Japan,Japan,Government,0,Weather Satellite,Weather Satellite,5969.0,LEO,LEO,Tanegashima LP-1,1,1,No Failure,0,0,0,0,78.1,13084,0,No AI Used in Mission,76.43,6.75,0.9021739130434783
M4440,Russia_Angara_L2006_001,2006,Shuttle Era,Angara,Russia,Russia,Government,0,Resupply,Resupply,2395.0,Polar,Polar,Baikonur LC-1,1,1,No Failure,0,0,0,0,190.8,79666,0,No AI Used in Mission,12.55,4.303,0.9475409836065574
M4441,USA_NewGlenn_L2006_010,2006,Shuttle Era,New Glenn,USA,USA,Government,0,Weather Satellite,Weather Satellite,2920.0,ISS,ISS,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,125.2,42876,0,No AI Used in Mission,23.32,4.172,0.9441147378832839
M4442,Europe_Vega_L2006_003,2006,Shuttle Era,Vega,Europe,Europe,Government,0,Science Probe,Science Probe,6842.0,HEO,HEO,Kourou ELA-4,1,1,No Failure,0,0,0,0,82.2,12014,0,No AI Used in Mission,83.24,7.664,0.9453376205787781
M4443,Russia_Proton-M_L2006_008,2006,Shuttle Era,Proton-M,Russia,Russia,Government,0,Earth Observation,Earth Observation,6470.0,Polar,Polar,Plesetsk LC-43,1,1,No Failure,0,0,0,0,158.8,24544,0,No AI Used in Mission,40.74,8.058,0.9475409836065574
M4444,Europe_Ariane6_L2006_004,2006,Shuttle Era,Ariane 6,Europe,Europe,Government,0,Comm Satellite,Comm Satellite,2605.0,TLI,TLI,Kourou ZLV,1,1,No Failure,0,0,0,0,60.9,23378,0,No AI Used in Mission,42.78,3.214,0.9453376205787781
M4445,USA_AtlasV_L2006_007,2006,Shuttle Era,Atlas V,USA,USA,Private,1,Military Sat,Military Sat,2273.0,GEO,GEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,171.9,75626,0,No AI Used in Mission,13.22,3.992,0.9441147378832839
M4446,Russia_Soyuz-FG_L2006_009,2006,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Crew Module,Crew Module,3153.0,LEO,LEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,113.4,35965,0,No AI Used in Mission,27.8,4.287,0.9475409836065574
M4447,Europe_Ariane5_L2007_003,2007,Shuttle Era,Ariane 5,Europe,Europe,Government,0,Comm Satellite,Comm Satellite,4739.0,TLI,TLI,Kourou ELA-4,1,1,No Failure,0,0,0,0,93.3,19687,0,No AI Used in Mission,50.79,5.672,0.9453376205787781
M4448,Europe_Vega-C_L2007_005,2007,Shuttle Era,Vega-C,Europe,Europe,Government,0,Crew Module,Crew Module,1691.0,SSO,SSO,Kourou ZLV,1,1,No Failure,0,0,0,0,84.1,49733,0,No AI Used in Mission,20.11,2.532,0.9453376205787781
M4449,Russia_Soyuz-FG_L2007_009,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Military Sat,Military Sat,7663.0,GTO,GTO,Plesetsk LC-43,0,0,Structural Failure,0,0,0,0,118.6,15477,0,No AI Used in Mission,64.61,8.849,0.9475409836065574
M4450,USA_DeltaIV_L2007_007,2007,Shuttle Era,Delta IV,USA,USA,Government,0,Navigation Sat,Navigation Sat,7362.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,76.2,10350,0,No AI Used in Mission,96.61,8.124,0.9441147378832839
M4451,Russia_Angara_L2007_025,2007,Shuttle Era,Angara,Russia,Russia,Government,0,Crew Module,Crew Module,3492.0,LEO,LEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,196.1,56156,0,No AI Used in Mission,17.81,5.452999999999999,0.9475409836065574
M4452,USA_NewGlenn_L2007_012,2007,Shuttle Era,New Glenn,USA,USA,Private,1,Science Probe,Science Probe,376.0,TLI,TLI,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,191.7,509840,0,No AI Used in Mission,1.96,2.2929999999999997,0.9441147378832839
M4453,USA_Falcon9_L2007_015,2007,Shuttle Era,Falcon 9,USA,USA,Private,1,Crew Module,Crew Module,553.0,SSO,SSO,Kennedy LC-39A,0,0,Engine Failure,0,0,0,0,152.6,275949,0,No AI Used in Mission,3.62,2.079,0.9441147378832839
M4454,Russia_Soyuz-FG_L2007_008,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Military Sat,Military Sat,7943.0,LEO,LEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,92.2,11607,0,No AI Used in Mission,86.15,8.865,0.9475409836065574
M4455,Russia_Rokot_L2007_005,2007,Shuttle Era,Rokot,Russia,Russia,Government,0,Resupply,Resupply,5953.0,GTO,GTO,Baikonur LC-1,1,1,No Failure,0,0,0,0,106.5,17890,0,No AI Used in Mission,55.9,7.018000000000001,0.9475409836065574
M4456,China_LongMarch4_L2007_005,2007,Shuttle Era,Long March 4,China,China,Government,0,Military Sat,Military Sat,2198.0,TLI,TLI,Wenchang LC-101,1,1,No Failure,0,0,0,0,79.2,36032,0,No AI Used in Mission,27.75,2.99,0.9472817133443163
M4457,Russia_Soyuz-FG_L2007_015,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Technology Demo,Technology Demo,1613.0,LEO,LEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,154.5,95784,0,No AI Used in Mission,10.44,3.158,0.9475409836065574
M4458,Europe_Ariane5_L2007_010,2007,Shuttle Era,Ariane 5,Europe,Europe,Government,0,Military Sat,Military Sat,7260.0,GTO,GTO,Kourou ELA-3,1,1,No Failure,0,0,0,0,98.1,13512,0,No AI Used in Mission,74.01,8.241,0.9453376205787781
M4459,Russia_Proton-M_L2007_003,2007,Shuttle Era,Proton-M,Russia,Russia,Government,0,Crew Module,Crew Module,2864.0,HEO,HEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,225.3,78666,0,No AI Used in Mission,12.71,5.117,0.9475409836065574
M4460,China_LongMarch4_L2007_008,2007,Shuttle Era,Long March 4,China,China,Government,0,Science Probe,Science Probe,599.0,LEO,LEO,Jiuquan SLS-1,1,1,No Failure,0,0,0,0,45.9,76627,0,No AI Used in Mission,13.05,1.0579999999999998,0.9472817133443163
M4461,USA_DeltaIV_L2007_014,2007,Shuttle Era,Delta IV,USA,USA,Government,0,Earth Observation,Earth Observation,1384.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,261.4,188872,0,No AI Used in Mission,5.29,3.9979999999999998,0.9441147378832839
M4462,Europe_Ariane6_L2007_007,2007,Shuttle Era,Ariane 6,Europe,Europe,Government,0,Crew Module,Crew Module,7438.0,SSO,SSO,Kourou ELA-4,1,1,No Failure,0,0,0,0,123.7,16630,0,No AI Used in Mission,60.13,8.675,0.9453376205787781
M4463,Russia_Proton-M_L2007_023,2007,Shuttle Era,Proton-M,Russia,Russia,Government,0,Earth Observation,Earth Observation,7008.0,GTO,GTO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,77.7,11087,0,No AI Used in Mission,90.19,7.785,0.9475409836065574
M4464,USA_DeltaII_L2007_019,2007,Shuttle Era,Delta II,USA,USA,Government,0,Comm Satellite,Comm Satellite,1797.0,SSO,SSO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,164.6,91597,0,No AI Used in Mission,10.92,3.4429999999999996,0.9441147378832839
M4465,Japan_H3_L2007_001,2007,Shuttle Era,H3,Japan,Japan,Government,0,Military Sat,Military Sat,6067.0,Polar,Polar,Tanegashima LP-1,1,1,No Failure,0,0,0,0,144.3,23784,0,No AI Used in Mission,42.04,7.51,0.9021739130434783
M4466,USA_DeltaIV_L2007_009,2007,Shuttle Era,Delta IV,USA,USA,Government,0,Military Sat,Military Sat,6899.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,53.9,7812,0,No AI Used in Mission,128.0,7.438,0.9441147378832839
SX002,DemoSat,2007,Shuttle Era,Falcon 1,United States,DARPA,Government,0,Commercial Satellite,Weather Satellite,4036.5,TLI,LEO,Marshall Islands,0,0,Engine Shutdown During Launch,0,0,0,0,7.0,34009,0,No AI Used in Mission,576.64,4.1065000000000005,0.0
M4467,China_LongMarch3_L2007_009,2007,Shuttle Era,Long March 3,China,China,Government,0,Earth Observation,Earth Observation,258.0,TLI,TLI,Xichang LC-2,0,0,Range Safety,0,0,0,0,108.4,420155,0,No AI Used in Mission,2.38,1.342,0.9472817133443163
M4468,Europe_Vega-C_L2007_001,2007,Shuttle Era,Vega-C,Europe,Europe,Government,0,Technology Demo,Technology Demo,629.0,GEO,GEO,Kourou ELA-3,1,1,No Failure,0,0,0,0,255.1,405564,0,No AI Used in Mission,2.47,3.18,0.9453376205787781
M4469,USA_Antares_L2007_001,2007,Shuttle Era,Antares,USA,USA,Private,1,Navigation Sat,Navigation Sat,4203.0,MEO,MEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,103.8,24696,0,No AI Used in Mission,40.49,5.2410000000000005,0.9441147378832839
M4470,Russia_Rokot_L2007_002,2007,Shuttle Era,Rokot,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,6659.0,LEO,LEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,128.7,19327,0,No AI Used in Mission,51.74,7.946,0.9475409836065574
M4471,Russia_Proton-M_L2007_011,2007,Shuttle Era,Proton-M,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,2097.0,TLI,TLI,Baikonur LC-1,1,1,No Failure,0,0,0,0,98.8,47114,0,No AI Used in Mission,21.22,3.085,0.9475409836065574
M4472,Russia_Soyuz-FG_L2007_019,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Earth Observation,Earth Observation,371.0,GTO,GTO,Baikonur LC-1,1,1,No Failure,0,0,0,0,183.0,493261,0,No AI Used in Mission,2.03,2.201,0.9475409836065574
M4473,Russia_Angara_L2007_021,2007,Shuttle Era,Angara,Russia,Russia,Government,0,Technology Demo,Technology Demo,3776.0,GEO,GEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,119.2,31567,0,No AI Used in Mission,31.68,4.968,0.9475409836065574
M4474,USA_DeltaIV_L2007_004,2007,Shuttle Era,Delta IV,USA,USA,Government,0,Technology Demo,Technology Demo,4980.0,Polar,Polar,Kennedy LC-39A,1,1,No Failure,0,0,0,0,215.8,43333,0,No AI Used in Mission,23.08,7.138,0.9441147378832839
M4475,China_Kuaizhou_L2007_001,2007,Shuttle Era,Kuaizhou,China,China,Government,0,Earth Observation,Earth Observation,6514.0,Polar,Polar,Jiuquan SLS-1,1,1,No Failure,0,0,0,0,48.1,7384,0,No AI Used in Mission,135.43,6.995,0.9472817133443163
M4476,Russia_Soyuz-FG_L2007_016,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,7148.0,TLI,TLI,Plesetsk LC-43,1,1,No Failure,0,0,0,0,120.0,16787,0,No AI Used in Mission,59.57,8.347999999999999,0.9475409836065574
M4477,Russia_Proton-M_L2007_010,2007,Shuttle Era,Proton-M,Russia,Russia,Government,0,Science Probe,Science Probe,3188.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,65.4,20514,0,No AI Used in Mission,48.75,3.842,0.9475409836065574
M4478,China_LongMarch3_L2007_004,2007,Shuttle Era,Long March 3,China,China,Government,0,Resupply,Resupply,5104.0,GTO,GTO,Taiyuan LC-9,1,1,No Failure,0,0,0,0,92.9,18201,0,No AI Used in Mission,54.94,6.033,0.9472817133443163
M4479,Russia_Soyuz-2_L2007_022,2007,Shuttle Era,Soyuz-2,Russia,Russia,Government,0,Crew Module,Crew Module,1766.0,SSO,SSO,Baikonur LC-1,1,1,No Failure,0,0,0,0,92.4,52321,0,No AI Used in Mission,19.11,2.69,0.9475409836065574
M4480,USA_DeltaII_L2007_011,2007,Shuttle Era,Delta II,USA,USA,Government,0,Navigation Sat,Navigation Sat,4815.0,HEO,HEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,170.7,35451,0,No AI Used in Mission,28.21,6.522,0.9441147378832839
M4481,Europe_Vega-C_L2007_004,2007,Shuttle Era,Vega-C,Europe,Europe,Government,0,Crew Module,Crew Module,1488.0,SSO,SSO,Kourou ELA-4,1,1,No Failure,0,0,0,0,241.0,161962,0,No AI Used in Mission,6.17,3.898,0.9453376205787781
M4482,China_Kuaizhou_L2007_007,2007,Shuttle Era,Kuaizhou,China,China,Government,0,Comm Satellite,Comm Satellite,2516.0,ISS,ISS,Wenchang LC-101,1,1,No Failure,0,0,0,0,48.0,19077,0,No AI Used in Mission,52.42,2.996,0.9472817133443163
M4483,Russia_Soyuz-FG_L2007_001,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Technology Demo,Technology Demo,5310.0,HEO,HEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,94.4,17777,0,No AI Used in Mission,56.25,6.254,0.9475409836065574
M4484,Russia_Soyuz-FG_L2007_014,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,7603.0,GEO,GEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,79.0,10390,0,No AI Used in Mission,96.24,8.393,0.9475409836065574
M4485,USA_AtlasV_L2007_008,2007,Shuttle Era,Atlas V,USA,USA,Government,0,Military Sat,Military Sat,2015.0,ISS,ISS,Kennedy LC-39A,1,1,No Failure,0,0,0,0,66.7,33101,0,No AI Used in Mission,30.21,2.6820000000000004,0.9441147378832839
M4486,Russia_Angara_L2007_020,2007,Shuttle Era,Angara,Russia,Russia,Government,0,Technology Demo,Technology Demo,7564.0,MEO,MEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,87.1,11515,0,No AI Used in Mission,86.84,8.435,0.9475409836065574
M4487,Europe_Vega-C_L2007_006,2007,Shuttle Era,Vega-C,Europe,Europe,Government,0,Science Probe,Science Probe,645.0,Polar,Polar,Kourou ELA-3,1,1,No Failure,0,0,0,0,107.3,166356,0,No AI Used in Mission,6.01,1.718,0.9453376205787781
M4488,Russia_Rokot_L2007_026,2007,Shuttle Era,Rokot,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,3793.0,MEO,MEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,61.4,16187,0,No AI Used in Mission,61.78,4.407,0.9475409836065574
M4489,USA_DeltaIV_L2007_005,2007,Shuttle Era,Delta IV,USA,USA,Private,1,Weather Satellite,Weather Satellite,1486.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,254.0,170928,0,No AI Used in Mission,5.85,4.026,0.9441147378832839
M4490,USA_DeltaIV_L2007_013,2007,Shuttle Era,Delta IV,USA,USA,Government,0,Comm Satellite,Comm Satellite,2573.0,TLI,TLI,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,157.8,61329,0,No AI Used in Mission,16.31,4.151,0.9441147378832839
M4491,China_LongMarch3_L2007_010,2007,Shuttle Era,Long March 3,China,China,Government,0,Resupply,Resupply,6288.0,GEO,GEO,Jiuquan SLS-1,1,1,No Failure,0,0,0,0,76.5,12166,0,No AI Used in Mission,82.2,7.053,0.9472817133443163
M4492,USA_FalconHeavy_L2007_018,2007,Shuttle Era,Falcon Heavy,USA,USA,Government,0,Science Probe,Science Probe,2583.0,MEO,MEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,90.1,34881,0,No AI Used in Mission,28.67,3.484,0.9441147378832839
M4493,Europe_Vega-C_L2007_009,2007,Shuttle Era,Vega-C,Europe,Europe,Government,0,Earth Observation,Earth Observation,3425.0,TLI,TLI,Kourou ZLV,1,1,No Failure,0,0,0,0,182.3,53226,0,No AI Used in Mission,18.79,5.248,0.9453376205787781
M4494,Russia_Angara_L2007_018,2007,Shuttle Era,Angara,Russia,Russia,Government,0,Science Probe,Science Probe,7042.0,GEO,GEO,Plesetsk LC-43,0,0,Engine Failure,0,0,0,0,109.8,15592,0,No AI Used in Mission,64.13,8.14,0.9475409836065574
M4495,Europe_Ariane5_L2007_002,2007,Shuttle Era,Ariane 5,Europe,Europe,Government,0,Science Probe,Science Probe,5132.0,Polar,Polar,Kourou ELA-4,1,1,No Failure,0,0,0,0,155.2,30241,0,No AI Used in Mission,33.07,6.683999999999999,0.9453376205787781
M4496,USA_DeltaIV_L2007_016,2007,Shuttle Era,Delta IV,USA,USA,Government,0,Comm Satellite,Comm Satellite,3433.0,Polar,Polar,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,89.4,26041,0,No AI Used in Mission,38.4,4.327,0.9441147378832839
M4497,USA_DeltaII_L2007_006,2007,Shuttle Era,Delta II,USA,USA,Government,0,Resupply,Resupply,5517.0,SSO,SSO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,120.1,21769,0,No AI Used in Mission,45.94,6.718,0.9441147378832839
M4498,USA_AtlasV_L2007_017,2007,Shuttle Era,Atlas V,USA,USA,Private,1,Military Sat,Military Sat,3441.0,GTO,GTO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,114.1,33159,0,No AI Used in Mission,30.16,4.582,0.9441147378832839
M4499,China_LongMarch4_L2007_002,2007,Shuttle Era,Long March 4,China,China,Government,0,Crew Module,Crew Module,2589.0,Polar,Polar,Taiyuan LC-9,1,1,No Failure,0,0,0,0,44.7,17265,0,No AI Used in Mission,57.92,3.036,0.9472817133443163
M4500,China_LongMarch4_L2007_003,2007,Shuttle Era,Long March 4,China,China,Government,0,Military Sat,Military Sat,626.0,Polar,Polar,Taiyuan LC-9,1,1,No Failure,0,0,0,0,56.6,90415,0,No AI Used in Mission,11.06,1.1920000000000002,0.9472817133443163
M4501,Russia_Angara_L2007_017,2007,Shuttle Era,Angara,Russia,Russia,Government,0,Earth Observation,Earth Observation,5111.0,ISS,ISS,Vostochny LC-1S,1,1,No Failure,0,0,0,0,184.5,36098,0,No AI Used in Mission,27.7,6.9559999999999995,0.9475409836065574
M4502,Russia_Soyuz-FG_L2007_012,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,3433.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,109.9,32012,0,No AI Used in Mission,31.24,4.532,0.9475409836065574
M4503,Japan_H-IIB_L2007_002,2007,Shuttle Era,H-IIB,Japan,Japan,Government,0,Science Probe,Science Probe,7488.0,ISS,ISS,Tanegashima LP-1,1,1,No Failure,0,0,0,0,87.3,11658,0,No AI Used in Mission,85.77,8.361,0.9021739130434783
M4504,China_LongMarch2_L2007_006,2007,Shuttle Era,Long March 2,China,China,Government,0,Navigation Sat,Navigation Sat,1146.0,LEO,LEO,Jiuquan SLS-1,1,1,No Failure,0,0,0,0,60.5,52792,0,No AI Used in Mission,18.94,1.751,0.9472817133443163
M4505,USA_Antares_L2007_020,2007,Shuttle Era,Antares,USA,USA,Private,1,Earth Observation,Earth Observation,3458.0,GTO,GTO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,177.9,51445,0,No AI Used in Mission,19.44,5.237,0.9441147378832839
M4506,Russia_Soyuz-2_L2007_024,2007,Shuttle Era,Soyuz-2,Russia,Russia,Government,0,Crew Module,Crew Module,2437.0,LEO,LEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,249.0,102174,0,No AI Used in Mission,9.79,4.927,0.9475409836065574
M4507,Russia_Soyuz-FG_L2007_007,2007,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Earth Observation,Earth Observation,7099.0,Polar,Polar,Plesetsk LC-43,1,1,No Failure,0,0,0,0,95.0,13382,0,No AI Used in Mission,74.73,8.049,0.9475409836065574
M4508,Russia_Rokot_L2007_013,2007,Shuttle Era,Rokot,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,2494.0,HEO,HEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,120.8,48436,0,No AI Used in Mission,20.65,3.702,0.9475409836065574
M4509,Russia_Proton-M_L2007_004,2007,Shuttle Era,Proton-M,Russia,Russia,Government,0,Crew Module,Crew Module,729.0,SSO,SSO,Baikonur LC-1,1,1,No Failure,0,0,0,0,210.4,288614,0,No AI Used in Mission,3.46,2.833,0.9475409836065574
M4510,USA_FalconHeavy_L2007_003,2007,Shuttle Era,Falcon Heavy,USA,USA,Private,1,Military Sat,Military Sat,6700.0,TLI,TLI,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,103.2,15403,0,No AI Used in Mission,64.92,7.732,0.9441147378832839
M4511,USA_AtlasV_L2007_010,2007,Shuttle Era,Atlas V,USA,USA,Private,1,Military Sat,Military Sat,7053.0,ISS,ISS,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,210.4,29831,0,No AI Used in Mission,33.52,9.157,0.9441147378832839
M4512,USA_AtlasV_L2007_002,2007,Shuttle Era,Atlas V,USA,USA,Private,1,Earth Observation,Earth Observation,7395.0,SSO,SSO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,119.0,16092,0,No AI Used in Mission,62.14,8.584999999999999,0.9441147378832839
M4513,Europe_Vega_L2007_008,2007,Shuttle Era,Vega,Europe,Europe,Government,0,Science Probe,Science Probe,4282.0,Polar,Polar,Kourou ZLV,1,1,No Failure,0,0,0,0,86.4,20177,0,No AI Used in Mission,49.56,5.146,0.9453376205787781
M4514,Russia_Proton-M_L2007_006,2007,Shuttle Era,Proton-M,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,2438.0,ISS,ISS,Vostochny LC-1S,1,1,No Failure,0,0,0,0,207.4,85069,0,No AI Used in Mission,11.76,4.5120000000000005,0.9475409836065574
M4515,Europe_Ariane6_L2008_003,2008,Shuttle Era,Ariane 6,Europe,Europe,Government,0,Resupply,Resupply,998.0,LEO,LEO,Kourou ELA-4,1,1,No Failure,0,0,0,0,192.0,192384,0,No AI Used in Mission,5.2,2.918,0.9453376205787781
M4516,Russia_Soyuz-FG_L2008_005,2008,Shuttle Era,Soyuz-FG,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,436.0,GEO,GEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,96.4,221100,0,No AI Used in Mission,4.52,1.4000000000000001,0.9475409836065574
M4517,USA_Falcon9_L2008_012,2008,Shuttle Era,Falcon 9,USA,USA,Private,1,Crew Module,Crew Module,1737.0,Polar,Polar,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,138.6,79792,0,No AI Used in Mission,12.53,3.123,0.9441147378832839
M4518,USA_NewGlenn_L2008_011,2008,Shuttle Era,New Glenn,USA,USA,Government,0,Earth Observation,Earth Observation,4975.0,GEO,GEO,Cape Canaveral SLC-40,0,0,Upper Stage Failure,0,0,0,0,70.1,14090,0,No AI Used in Mission,70.97,5.675999999999999,0.9441147378832839
M4519,Russia_Angara_L2008_025,2008,Shuttle Era,Angara,Russia,Russia,Government,0,Crew Module,Crew Module,4157.0,LEO,LEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,152.6,36709,0,No AI Used in Mission,27.24,5.683,0.9475409836065574
M4520,Russia_Rokot_L2008_021,2008,Shuttle Era,Rokot,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,3739.0,Polar,Polar,Plesetsk LC-43,1,1,No Failure,0,0,0,0,172.0,46001,0,No AI Used in Mission,21.74,5.459,0.9475409836065574
M4521,USA_DeltaII_L2008_006,2008,Shuttle Era,Delta II,USA,USA,Private,1,Navigation Sat,Navigation Sat,5930.0,Polar,Polar,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,112.9,19038,0,No AI Used in Mission,52.52,7.058999999999999,0.9441147378832839
M4522,Europe_Vega-C_L2008_010,2008,Shuttle Era,Vega-C,Europe,Europe,Government,0,Science Probe,Science Probe,6953.0,ISS,ISS,Kourou ELA-4,1,1,No Failure,0,0,0,0,143.4,20624,0,No AI Used in Mission,48.49,8.387,0.9453376205787781
M4523,USA_Antares_L2008_010,2008,Shuttle Era,Antares,USA,USA,Government,0,Weather Satellite,Weather Satellite,1927.0,MEO,MEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,117.4,60923,0,No AI Used in Mission,16.41,3.101,0.9441147378832839
M4524,China_LongMarch3_L2008_004,2008,Shuttle Era,Long March 3,China,China,Government,0,Comm Satellite,Comm Satellite,5698.0,Polar,Polar,Taiyuan LC-9,1,1,No Failure,0,0,0,0,53.2,9336,0,No AI Used in Mission,107.11,6.23,0.9472817133443163
M4525,China_Kuaizhou_L2008_008,2008,Shuttle Era,Kuaizhou,China,China,Government,0,Weather Satellite,Weather Satellite,4142.0,HEO,HEO,Wenchang LC-101,1,1,No Failure,0,0,0,0,95.0,22935,0,No AI Used in Mission,43.6,5.0920000000000005,0.9472817133443163
M4526,Russia_Rokot_L2008_024,2008,Shuttle Era,Rokot,Russia,Russia,Government,0,Technology Demo,Technology Demo,5477.0,Polar,Polar,Baikonur LC-1,1,1,No Failure,0,0,0,0,70.9,12945,0,No AI Used in Mission,77.25,6.186,0.9475409836065574
M4527,USA_DeltaII_L2008_013,2008,Shuttle Era,Delta II,USA,USA,Government,0,Technology Demo,Technology Demo,6028.0,ISS,ISS,Cape Canaveral SLC-40,0,0,Upper Stage Failure,0,0,0,0,125.5,20819,0,No AI Used in Mission,48.03,7.2829999999999995,0.9441147378832839
M4528,Europe_Vega_L2008_005,2008,Shuttle Era,Vega,Europe,Europe,Government,0,Technology Demo,Technology Demo,3735.0,MEO,MEO,Kourou ELA-4,0,0,Structural Failure,0,0,0,0,186.9,50040,0,No AI Used in Mission,19.98,5.604,0.9453376205787781
M4529,Russia_Rokot_L2008_013,2008,Shuttle Era,Rokot,Russia,Russia,Government,0,Science Probe,Science Probe,5343.0,TLI,TLI,Vostochny LC-1S,1,1,No Failure,0,0,0,0,178.7,33445,0,No AI Used in Mission,29.9,7.13,0.9475409836065574
M4530,China_LongMarch2_L2008_005,2008,Shuttle Era,Long March 2,China,China,Government,0,Weather Satellite,Weather Satellite,7428.0,Polar,Polar,Taiyuan LC-9,1,1,No Failure,0,0,0,0,84.4,11362,0,No AI Used in Mission,88.01,8.272,0.9472817133443163
